id,word,polarity
11031,relayer|relayer,positive
11032,relégation,negative
11033,relier,negative
11034,religieux,positive
11035,religion,positive
11036,relique,negative
11037,reluctan,negative
11038,remake,positive
11039,remaniement,positive
11040,remarquable,positive
11041,remarquablement,positive
11042,remarquer,positive
11043,remblai,positive
11044,rembourser,positive
11045,rembrunissement,negative
11046,remède,positive
11047,remédier,positive
11048,remercié,positive
11049,remercier,positive
11050,remerciment,positive
11051,remettre,positive
11052,rémission,positive
11053,remodeler,positive
11054,remonter,positive
11055,remordre,negative
11056,remords,negative
11057,remorquer,positive
11058,remorqueur,positive
11059,remous,negative
11060,rempart,positive
11061,remplaçant,negative
11062,remplacement,negative
11063,remplir,positive
11064,remplissage,positive
11065,remuement,negative
11066,rémunérateur,positive
11067,rémunération,positive
11068,rémunérer,positive
11069,Renâclement,negative
11070,renaissance,positive
11071,renard,positive
11072,renarde,negative
11073,rencontre,positive
11074,rencontrer,positive
11075,rendement,positive
11076,rendre,positive
11077,rêne,positive
11078,renégat,negative
11079,Renfermement,negative
11080,renflement,negative
11081,renfoncement,negative
11082,renforcement,positive
11083,renforcer,positive
11084,renfort,positive
11085,renfrognement,negative
11086,renfrogner,negative
11087,reniflement,negative
11088,renifler,negative
11089,renne,positive
11090,renom,positive
11091,renommée,positive
11092,renommer,positive
11093,renoncer,negative
11094,renonciation,negative
11095,renouveau,positive
11096,renouvellement,positive
11097,rénovation,positive
11098,rénover,positive
11099,renseignement,positive
11100,renseigner,positive
11101,rente,positive
11102,rentrée,positive
11103,rentrer,positive
11104,renversement,negative
11105,renverser,negative
11106,renvoyer,negative
11107,réorganisation,positive
11108,réorganiser,positive
11109,repaire,positive
11110,repaître,positive
11111,répandre,negative
11112,réparateur,positive
11113,réparation,positive
11114,réparer,positive
11115,repartir,positive
11116,répartir,positive
11117,répartition,positive
11118,repas,positive
11119,repasser,positive
11120,repentance,negative
11121,repentir,negative
11122,repérer,negative
11123,répertoire,positive
11124,répéter,negative
11125,répéteur,negative
11126,répit,positive
11127,repli,negative
11128,réplication,negative
11129,répondre,positive
11130,réponse,positive
11131,report,negative
11132,reportage,positive
11133,reporter,negative
11134,repos,positive
11135,reposant,positive
11136,reposer,positive
11137,repoussant,negative
11138,repoussement,negative
11139,repousser,negative
11140,répréhensible,negative
11141,reprendre,positive
11142,représaille,negative
11143,représentant,positive
11144,représentatif,positive
11145,représentation,positive
11146,représenter,positive
11147,répression,negative
11148,réprimande,negative
11149,réprimander,negative
11150,réprimer,negative
11151,reprisage,positive
11152,reprise,positive
11153,repriser,positive
11154,réprobation,negative
11155,reproche,negative
11156,reprocher,negative
11157,reproducteur,positive
11158,reproducteur|reproductrice,positive
11159,reproduire,positive
11160,repsats,positive
11161,reptile,negative
11162,républicain,positive
11163,république,positive
11164,repudiation,negative
11165,répudiation,negative
11166,répudier,negative
11167,répugnance,negative
11168,répugnant,negative
11169,répugner,negative
11170,répulsif,negative
11171,répulsion,negative
11172,réputer,positive
11173,requérant,negative
11174,requérir,negative
11175,requiem,negative
11176,requin,negative
11177,requinquer,positive
11178,réquisition,positive
11179,réquisitionner,positive
11180,réseau,positive
11181,résection,negative
11182,réséquer,negative
11183,réservation,positive
11184,réserve,negative
11185,réserver,positive
11186,réservoir,positive
11187,résidence,positive
11188,résident,positive
11189,résider,positive
11190,résidu,negative
11191,résiduel,negative
11192,résignation,negative
11193,résigner,negative
11194,résiliation,negative
11195,résilience,positive
11196,résilient,positive
11197,résilier,negative
11198,résine,negative
11199,résipiscence,negative
11200,résisitantes,negative
11201,résistance,positive
11202,résistant,positive
11203,résister,negative
11204,résolument,positive
11205,résolution,positive
11206,resolv,positive
11207,résonance,negative
11208,résonateur,negative
11209,résonner,negative
11210,résoudre,positive
11211,respect,positive
11212,respectabilité,positive
11213,respectable,positive
11214,respecter,positive
11215,respecteuses,positive
11216,respectif,positive
11217,respectueux,positive
11218,respirateur,positive
11219,respiration,positive
11220,respirer,positive
11221,resplendir,positive
11222,resplendissant,positive
11223,responsabiliser,positive
11224,responsabilité,negative
11225,responsable,positive
11226,ressassement,negative
11227,ressemblance,positive
11228,ressemblant,positive
11229,ressembler,positive
11230,ressentiment,negative
11231,ressentir,positive
11232,resserrer,positive
11233,ressort,positive
11234,ressource,positive
11235,ressusciter,positive
11236,restant,negative
11237,restaurant,positive
11238,restauration,positive
11239,restaurer,positive
11240,rester,positive
11241,restitution,positive
11242,restraindre,negative
11243,restreindre,negative
11244,restrictif,negative
11245,restriction,negative
11246,restructuration,positive
11247,résultat,positive
11248,résulter,positive
11249,résumer,positive
11250,résurrection,positive
11251,rétablir,positive
11252,rétablissement,positive
11253,rétamer,negative
11254,retaper,positive
11255,retard,negative
11256,retarder,negative
11257,retch,negative
11258,retenir,negative
11259,rétention,positive
11260,retentir,negative
11261,retentissant,negative
11262,retenu,negative
11263,réticence,negative
11264,réticent,negative
11265,rétine,positive
11266,retirer,negative
11267,retombées,negative
11268,rétorquer,negative
11269,retour,positive
11270,retourner,negative
11271,retracer,positive
11272,rétractation,negative
11273,rétracter,negative
11274,retraire,positive
11275,retraite,positive
11276,retraiter,positive
11277,retranchement,negative
11278,rétrécir,negative
11279,rétrécissement,negative
11280,retriever,positive
11281,rétroactif,positive
11282,rétrograde,negative
11283,rétrograder,negative
11284,rétrospectif,positive
11285,rétrospectif|rétrospective,positive
11286,rétrospection,positive
11287,rétrospectivement,positive
11288,retrouvaille,positive
11289,retrouver,positive
11290,reunion,positive
11291,réunion,positive
11292,réunir,positive
11293,réussiée,positive
11294,réussir,positive
11295,réussite,positive
11296,revalorisation,positive
11297,revanche,negative
11298,rêve,positive
11299,revêche,negative
11300,réveil,positive
11301,réveiller,positive
11302,réveillon,positive
11303,révélateur,positive
11304,révéler,positive
11305,revendre,negative
11306,revenir,positive
11307,revenu,positive
11308,rêver,positive
11309,réverbération,negative
11310,révérence,positive
11311,révérencieux,positive
11312,révérend,positive
11313,révérer,positive
11314,rêverie,positive
11315,revers,negative
11316,réversion,negative
11317,revêtir,positive
11318,rêveur,positive
11319,revigor,positive
11320,revigorant,positive
11321,revigoration,positive
11322,revigorer,positive
11323,réviser,positive
11324,révision,positive
11325,revisiter,positive
11326,revitalisation,positive
11327,revivification,positive
11328,reviviscence,positive
11329,revivre,positive
11330,révocation,negative
11331,révoltant,negative
11332,révolte,negative
11333,révolter,negative
11334,révolu,negative
11335,révolution,negative
11336,révolutionnaire,negative
11337,révolutionner,positive
11338,révolvantes,negative
11339,revolver,negative
11340,révoquer,negative
11341,révulser,negative
11342,rhabiller,positive
11343,rhétorique,positive
11344,rhum,positive
11345,rhumatisme,negative
11346,rhume,negative
11347,ricanement,negative
11348,ricaner,negative
11349,ricanerie,negative
11350,riche,positive
11351,richesse,positive
11352,rictus,negative
11353,ride,negative
11354,rideau,positive
11355,rider,negative
11356,ridicul,negative
11357,ridicule,negative
11358,Ridiculisation,negative
11359,ridiculiser,negative
11360,rigide,negative
11361,rigidifier,negative
11362,rigidité,negative
11363,rigolade,positive
11364,rigole,positive
11365,rigoler,positive
11366,rigoureuse,negative
11367,rigoureux,negative
11368,rigueur,negative
11369,rime,positive
11370,rimer,positive
11371,rinçage,positive
11372,rincer,positive
11373,rip,negative
11374,riposte,negative
11375,riposter,negative
11376,rire,positive
11377,riser,negative
11378,risible,negative
11379,risque,negative
11380,risquer,negative
11381,rital,negative
11382,rite,positive
11383,ritualiste,positive
11384,rituel,positive
11385,rivage,positive
11386,rival,negative
11387,rivaliser,negative
11388,rivalité,negative
11389,rive,positive
11390,riverain,positive
11391,rivet,positive
11392,riveter,positive
11393,rivière,positive
11394,rixe,negative
11395,riz,positive
11396,rizière,positive
11397,roadster,positive
11398,robe,positive
11399,robinet,positive
11400,robot,positive
11401,robotique,positive
11402,rocailleux,negative
11403,roche,positive
11404,rocher,positive
11405,rock,positive
11406,rôder,negative
11407,rofl,positive
11408,rogne,negative
11409,rogner,positive
11410,roi,positive
11411,rôle,positive
11412,romanc,positive
11413,romantique,positive
11414,romantisme,positive
11415,romarin,positive
11416,rompre,negative
11417,ronchonnement,negative
11418,rond,positive
11419,ronde,positive
11420,rondin,positive
11421,rond-point,negative
11422,ronflement,negative
11423,ronfler,negative
11424,ronronnement,positive
11425,ronronner,positive
11426,roquette,negative
11427,rosaire,positive
11428,rose,positive
11429,roseau,positive
11430,roser,positive
11431,rosette,positive
11432,rosier,positive
11433,rosser,negative
11434,rossignol,positive
11435,rotatif,positive
11436,rotative,positive
11437,rotin,positive
11438,rôtir,negative
11439,rôtisserie,positive
11440,rotor,positive
11441,rotule,positive
11442,roturier,negative
11443,rouage,positive
11444,roucoulement,positive
11445,roucouler,positive
11446,roue,positive
11447,rouge,negative
11448,rougeâtre,negative
11449,rougeaud,negative
11450,rougeole,negative
11451,rougeur,negative
11452,rougir,negative
11453,rougissant,negative
11454,rouille,negative
11455,rouillé,negative
11456,rouiller,negative
11457,rouleau,positive
11458,roulement,positive
11459,rouler,negative
11460,rouquin,negative
11461,rousse,negative
11462,routard,positive
11463,route,positive
11464,routine,positive
11465,roux,negative
11466,royal,positive
11467,royaume,positive
11468,royauté,positive
11469,ruban,positive
11470,rubis,positive
11471,rubrique,positive
11472,ruche,negative
11473,rude,negative
11474,rudiment,positive
11475,rudimentaire,negative
11476,rudoiement,negative
11477,rue,positive
11478,ruelle,positive
11479,ruer,negative
11480,rugir,negative
11481,rugissement,negative
11482,rugosité,negative
11483,rugueux,negative
11484,ruine,negative
11485,ruiner,negative
11486,ruineux,negative
11487,ruisseau,positive
11488,ruisselant,negative
11489,ruisseler,negative
11490,ruissellement,negative
11491,rumeur,negative
11492,rumination,negative
11493,rune,negative
11494,rupture,negative
11495,rural,negative
11496,rusé,negative
11497,rush,negative
11498,rustique,negative
11499,rythme,positive
11500,rythmer,positive
11501,rythmique,positive
11502,sable,negative
11503,sableur|sableuse,negative
11504,sableux,negative
11505,sablier,positive
11506,sablonneux,negative
11507,sabot,negative
11508,sabotage,negative
11509,saboter,negative
11510,sabre,negative
11511,sabrer,negative
11512,s'abstenir,negative
11513,sac,positive
11514,saccadé,negative
11515,saccader,negative
11516,saccades,negative
11517,saccage,negative
11518,saccager,negative
11519,sacerdotal,positive
11520,sacoche,positive
11521,sacré,positive
11522,sacrement,positive
11523,sacrer,positive
11524,sacrifice,negative
11525,sacristi,positive
11526,sadde,negative
11527,sadisme,negative
11528,sadomasochisme,negative
11529,s'affaisser,negative
11530,safran,positive
11531,sag,negative
11532,saga,positive
11533,sagacité,positive
11534,sage,positive
11535,sagesse,positive
11536,saignant,negative
11537,saignement,negative
11538,saigner,negative
11539,saillant,positive
11540,sailler|saillir,negative
11541,saillie,negative
11542,sain,positive
11543,saindoux,negative
11544,saint,positive
11545,sainteté,positive
11546,saisir,negative
11547,saisissant,negative
11548,saisissement,positive
11549,saison,positive
11550,salade,negative
11551,salaire,positive
11552,salamandre,negative
11553,salaud,negative
11554,sale,negative
11555,saler,negative
11556,saleté,negative
11557,salin,negative
11558,salin|saline,negative
11559,salir,negative
11560,salissant,negative
11561,salive,positive
11562,saliver,positive
11563,salle,positive
11564,salon,positive
11565,saloon,positive
11566,salope,negative
11567,saloperie,negative
11568,salopette,positive
11569,salubre,positive
11570,saluer,positive
11571,salut,negative
11572,salutaire,positive
11573,salutation,positive
11574,salve,negative
11575,samba,positive
11576,samissants,negative
11577,samouraï,positive
11578,sanctification,positive
11579,sanctifier,positive
11580,sanction,negative
11581,sanctionner,negative
11582,sanctuaire,positive
11583,sandale,positive
11584,sang,negative
11585,Sang-dieu,negative
11586,sanglant,negative
11587,sanglante,negative
11588,sangle,negative
11589,sangler,negative
11590,sanglier,negative
11591,sanglot,negative
11592,sanglotait,negative
11593,sanglotant,negative
11594,sangloter,negative
11595,sanglots,negative
11596,sangsue,negative
11597,sanguin,positive
11598,sanguinaire,negative
11599,sanguine,positive
11600,sanitaire,positive
11601,santé,positive
11602,saoul,negative
11603,sape,negative
11604,saper,negative
11605,saperlipopette,positive
11606,saphir,positive
11607,sapristi,positive
11608,sarcas,negative
11609,sarcasme,negative
11610,sarcastique,negative
11611,sarcome,negative
11612,sardonique,negative
11613,satan,negative
11614,satané,negative
11615,satanique,negative
11616,satellite,positive
11617,satiété,positive
11618,satin,positive
11619,satiner,positive
11620,satire,negative
11621,satirique,negative
11622,satisf,positive
11623,satisfaction,positive
11624,satisfaire,positive
11625,saturation,negative
11626,saturer,negative
11627,saturnien,negative
11628,sauce,positive
11629,sauge,positive
11630,saugrenu,negative
11631,saule,positive
11632,saumâtre,negative
11633,saumure,negative
11634,sauna,positive
11635,saupoudrage,positive
11636,saupoudrer,positive
11637,saut,positive
11638,sauter,negative
11639,sauterelle,positive
11640,sautiller,positive
11641,sauvage,negative
11642,sauvagerie,negative
11643,sauvegarde,positive
11644,sauvegarder,positive
11645,sauver,positive
11646,sauvetage,positive
11647,savane,positive
11648,savant,positive
11649,saveur,positive
11650,savoir,positive
11651,savon,positive
11652,savonner,positive
11653,savonneux,negative
11654,savourer,positive
11655,savoureux,positive
11656,saxo,positive
11657,saxophone,positive
11658,scalpel,negative
11659,scalper,negative
11660,scandale,negative
11661,scandaleux,negative
11662,scander,positive
11663,scanner,positive
11664,scape,negative
11665,scarabée,positive
11666,sceau,positive
11667,scélérat,negative
11668,sceller,positive
11669,scène,positive
11670,scénique,positive
11671,scepticisme,negative
11672,sceptique,negative
11673,schéma,positive
11674,schématique,positive
11675,schisme,negative
11676,schizophrénie,negative
11677,schlass,negative
11678,sciatique,negative
11679,sciemment,positive
11680,science,positive
11681,scientifique,positive
11682,scier,negative
11683,scinder,negative
11684,scintillant,positive
11685,scintillateur,positive
11686,scintillation,positive
11687,scintillement,positive
11688,scintiller,positive
11689,scission,negative
11690,sciure,negative
11691,sclérose,negative
11692,scolaire,positive
11693,scolarité,positive
11694,sconse,negative
11695,scoop,positive
11696,scorch,negative
11697,score,positive
11698,scorie,negative
11699,scorpion,negative
11700,scotch,positive
11701,scout,positive
11702,scowl,negative
11703,scribe,positive
11704,script,positive
11705,scriptural,positive
11706,scrupule,negative
11707,scrupuleux,positive
11708,scruter,negative
11709,scrutin,positive
11710,sculpter,positive
11711,sculpteur,positive
11712,sculptrice,positive
11713,sculpture,positive
11714,séance,positive
11715,seau,positive
11716,sec,negative
11717,sécable,negative
11718,sécateur,negative
11719,sécession,negative
11720,sèche,negative
11721,sèchement,positive
11722,sécher,negative
11723,sécheresse,negative
11724,second,positive
11725,secondaire,negative
11726,secondairement,negative
11727,seconder,positive
11728,secoua,negative
11729,secouer,negative
11730,secouez,negative
11731,secourir,positive
11732,secours,positive
11733,secousse,negative
11734,secret,negative
11735,secrétaire,positive
11736,secrétariat,positive
11737,secrète,negative
11738,secrètement,negative
11739,sécréter,negative
11740,secrètes,negative
11741,sécrétion,negative
11742,s'écria-t-,negative
11743,sectaire,negative
11744,sectarisme,negative
11745,secte,negative
11746,secteur,positive
11747,section,positive
11748,sectionner,negative
11749,secur,positive
11750,sécurité,positive
11751,sédatif,negative
11752,sédentaire,negative
11753,sédentaires,negative
11754,sédiment,negative
11755,sédimentaire,negative
11756,sédition,negative
11757,séduction,positive
11758,séduire,positive
11759,séduisant,positive
11760,s'effriter,negative
11761,segment,positive
11762,segmenter,positive
11763,ségrégation,negative
11764,seigle,positive
11765,seigneur,positive
11766,seigneurie,positive
11767,sein,positive
11768,séisme,negative
11769,séjour,positive
11770,séjourner,positive
11771,sel,negative
11772,sélection,positive
11773,sélectionner,positive
11774,selle,positive
11775,seller,positive
11776,semaine,positive
11777,sémaphore,positive
11778,semblable,positive
11779,semblant,positive
11780,sembler,positive
11781,semelle,negative
11782,semence,positive
11783,sémillant,positive
11784,séminaire,positive
11785,séminal,positive
11786,sémiotique,positive
11787,semis,positive
11788,sempiternel,positive
11789,sen|sens,positive
11790,sénat,positive
11791,sénateur,positive
11792,s'enchevêtrent,negative
11793,sénescence,negative
11794,s'engager,negative
11795,sénile,negative
11796,senior,positive
11797,sénior,positive
11798,sens,negative
11799,sensation,positive
11800,sensationnel,positive
11801,sensibilité,positive
11802,sensible,positive
11803,sensiblement,positive
11804,sensiblerie,negative
11805,sensibles,negative
11806,sensoriel,positive
11807,sensualité,positive
11808,sensuel,positive
11809,sentence,negative
11810,senteur,positive
11811,sentier,positive
11812,sentiment,positive
11813,sentimental,positive
11814,sentimentale,positive
11815,sentimentalité,positive
11816,sentinelle,positive
11817,sentir,positive
11818,sépaés,negative
11819,séparable,negative
11820,séparation,negative
11821,séparatiste,negative
11822,séparément,negative
11823,séparer,negative
11824,sépia,positive
11825,sepsis,negative
11826,septembre,positive
11827,septième,positive
11828,septique,negative
11829,septum,positive
11830,séquence,positive
11831,séquestration,negative
11832,séquestrer,negative
11833,serein,positive
11834,sérénité,positive
11835,sergé,positive
11836,sergent,positive
11837,série,positive
11838,sérier,positive
11839,sérieusement,negative
11840,sérieux,positive
11841,serin,positive
11842,seringue,negative
11843,serment,positive
11844,sermon,positive
11845,serpent,negative
11846,serpenter,negative
11847,serpentin,positive
11848,serpillère,negative
11849,serre,negative
11850,serre|serres,negative
11851,serrement,negative
11852,serrer,negative
11853,serrure,positive
11854,serrurier,positive
11855,sérum,positive
11856,serveur,positive
11857,serviable,positive
11858,service,positive
11859,serviette,positive
11860,servile,negative
11861,servir,negative
11862,serviteur,positive
11863,servitude,negative
11864,session,positive
11865,setter,positive
11866,seuil,positive
11867,seul,negative
11868,seuls,negative
11869,sève,positive
11870,sévère,negative
11871,sévèrement,negative
11872,sévérité,negative
11873,sexe,positive
11874,sexiste,negative
11875,sexualité,positive
11876,sexy,positive
11877,shaki,negative
11878,shérif,positive
11879,sherry,positive
11880,shilling,positive
11881,shoot,negative
11882,shopping,positive
11883,short,positive
11884,shred,negative
11885,shun,negative
11886,sic,positive
11887,sidérant,negative
11888,sidération,positive
11889,sidérer,negative
11890,siècle,positive
11891,siège,positive
11892,siéger,positive
11893,sieste,positive
11894,sifflant,negative
11895,sifflement,negative
11896,siffler,negative
11897,sifflet,positive
11898,sigle,positive
11899,signal,positive
11900,signalement,positive
11901,signaler,positive
11902,signature,positive
11903,signe,positive
11904,signer,positive
11905,significatif,positive
11906,signification,positive
11907,signifier,positive
11908,silence,negative
11909,silencieusement,positive
11910,silencieux,negative
11911,silex,negative
11912,silhouette,positive
11913,silli,positive
11914,sillon,negative
11915,similaire,positive
11916,similarité,positive
11917,similitude,positive
11918,simple,positive
11919,simplement,positive
11920,simplet,negative
11921,simplifier,positive
11922,simpliste,negative
11923,simulacre,negative
11924,simulation,negative
11925,simuler,negative
11926,simultané,positive
11927,simultanément,positive
11928,sincer,positive
11929,sincère,positive
11930,sincérité,positive
11931,singe,positive
11932,singer,positive
11933,singularité,positive
11934,singulier,positive
11935,singulièrement,positive
11936,sinistre,negative
11937,sinuer,negative
11938,sinueux,negative
11939,sinus,negative
11940,siphon,negative
11941,siphonner,negative
11942,sire,positive
11943,sirène,positive
11944,sirop,positive
11945,siroter,positive
11946,site,positive
11947,situation,positive
11948,situer,positive
11949,sixième,positive
11950,skank,negative
11951,sketch,positive
11952,ski,positive
11953,skier,positive
11954,skiff,positive
11955,skipper,positive
11956,skulk,negative
11957,slam,negative
11958,slap,negative
11959,slash,negative
11960,slayer,negative
11961,slip,positive
11962,slogan,positive
11963,sloop,positive
11964,sloup,positive
11965,smack,negative
11966,smash,negative
11967,smil,positive
11968,sms,positive
11969,sneak,negative
11970,snob,negative
11971,snobisme,negative
11972,sobriété,positive
11973,sociab,positive
11974,sociable,positive
11975,social,positive
11976,socialisme,positive
11977,socialiste,positive
11978,société,positive
11979,socle,positive
11980,sœur,positive
11981,sofa,positive
11982,soie,positive
11983,soif,negative
11984,soignée,positive
11985,soigner,positive
11986,soigneusement,positive
11987,soigneux,positive
11988,soin,positive
11989,soins,positive
11990,soir,positive
11991,soirée,positive
11992,soixante,positive
11993,sol,positive
11994,solaire,positive
11995,soldat,positive
11996,solde,positive
11997,sole,negative
11998,soleil,positive
11999,solennelle,negative
12000,solidarité,positive
12001,solide,positive
12002,solidification,positive
12003,solidifier,positive
12004,solidité,positive
12005,solitaire,negative
12006,solitude,negative
12007,sollicitation,positive
12008,solliciter,positive
12009,solo,negative
12010,solubilité,positive
12011,soluble,positive
12012,solution,positive
12013,solutionner,positive
12014,solvabilité,positive
12015,solvable,positive
12016,solvant,positive
12017,somatique,negative
12018,somatisation,negative
12019,sombre,negative
12020,sombrement,negative
12021,sombrer,negative
12022,sommaire,negative
12023,sommairement,negative
12024,sommation,negative
12025,somme,negative
12026,sommeil,positive
12027,sommeiller,positive
12028,sommer,negative
12029,sommet,positive
12030,somnolence,negative
12031,somnolent,negative
12032,somnoler,negative
12033,somptueux,positive
12034,son,positive
12035,sonar,positive
12036,sonate,positive
12037,sondage,positive
12038,sonde,positive
12039,sonder,positive
12040,songe,positive
12041,songer,positive
12042,songeur,positive
12043,sonner,negative
12044,sonnerie,positive
12045,sonnet,positive
12046,sonnette,positive
12047,sonneur,negative
12048,sonore,negative
12049,soporifique,negative
12050,s'opposer,negative
12051,soprano,positive
12052,sorcellerie,negative
12053,sorcier,negative
12054,sorcière,negative
12055,sordide,negative
12056,sorgho,positive
12057,sororité,positive
12058,sort,negative
12059,sortants,positive
12060,sorte,positive
12061,sortie,positive
12062,sortir,positive
12063,sosie,negative
12064,sot,negative
12065,sottise,negative
12066,sou,positive
12067,soubresaut,positive
12068,souche,positive
12069,souci,negative
12070,soucier,negative
12071,soucieux,negative
12072,soucoupe,positive
12073,soudage,positive
12074,soudain,negative
12075,soudainement,negative
12076,souder,positive
12077,soudure,positive
12078,souffert,negative
12079,soufflant,negative
12080,soufflante,negative
12081,souffle,negative
12082,souffler,negative
12083,soufflet,negative
12084,souffrance,negative
12085,souffrant,negative
12086,souffre,negative
12087,souffrent,negative
12088,souffreteux,negative
12089,souffrir,negative
12090,soufre,negative
12091,souhait,positive
12092,souhaitable,positive
12093,souhaiter,positive
12094,souiller,negative
12095,souillure,negative
12096,souk,negative
12097,soulage,positive
12098,soulagement,positive
12099,soulager,positive
12100,soulas,positive
12101,souleur,negative
12102,soulèvement,negative
12103,soulever,positive
12104,soulier,positive
12105,soulignement,positive
12106,souligner,positive
12107,soulmate,positive
12108,soumettre,negative
12109,soumise,negative
12110,soumission,negative
12111,soupape,positive
12112,soupçon,negative
12113,soupçonner,negative
12114,soupçonneux,negative
12115,soupe,positive
12116,souper,positive
12117,soupeser,positive
12118,soupir,negative
12119,soupirant,positive
12120,soupirer,negative
12121,souple,positive
12122,souplesse,positive
12123,source,positive
12124,sourciller,positive
12125,sourd,negative
12126,sourds,negative
12127,souriant,positive
12128,sourire,positive
12129,souris,negative
12130,sournois,negative
12131,souscripteur,positive
12132,souscription,positive
12133,souscrire,positive
12134,soustraction,negative
12135,soustraire,negative
12136,soutenable,positive
12137,soutenant,positive
12138,souteneur,negative
12139,soutenir,positive
12140,souterrain,negative
12141,souterrainne,negative
12142,souterrainnes,negative
12143,soutien,positive
12144,soutient,positive
12145,soutirer,negative
12146,souvenir,positive
12147,souverain,positive
12148,souveraineté,positive
12149,soyeux,positive
12150,spa,positive
12151,spacieux,positive
12152,spam,negative
12153,spasme,negative
12154,spasmodique,negative
12155,spasmophilie,negative
12156,spatule,positive
12157,spaz,negative
12158,spécial,positive
12159,spéciale,positive
12160,spécialement,positive
12161,spécialiser,positive
12162,spécialiste,positive
12163,spécialité,positive
12164,spécification,positive
12165,spécifique,positive
12166,spécimen,positive
12167,spectacle,positive
12168,spectaculaire,positive
12169,spectateur,positive
12170,spectral,negative
12171,spectre,negative
12172,spectromètre,positive
12173,spectrophotomètre,positive
12174,spectroscopie,positive
12175,spéculatif,negative
12176,spéculation,negative
12177,spéculer,negative
12178,spéculum,negative
12179,spencer,positive
12180,sperme,positive
12181,sphère,positive
12182,sphérique,positive
12183,sphinx,positive
12184,spinal,positive
12185,spiral|spirale,positive
12186,spiraler,positive
12187,spiritualité,positive
12188,spirituel,positive
12189,spiritueux,negative
12190,spleen,negative
12191,splend,positive
12192,splendeur,positive
12193,splendide,positive
12194,spline,positive
12195,spoiler,negative
12196,spongieux,negative
12197,sponsor,positive
12198,sponsoring,positive
12199,sponsoriser,positive
12200,spontané,positive
12201,sporadique,negative
12202,spore,negative
12203,sport,positive
12204,sportif,positive
12205,spray,positive
12206,squameux,negative
12207,square,positive
12208,squat,negative
12209,squatter,negative
12210,squatteuse,negative
12211,squelette,negative
12212,stab,negative
12213,stabilité,positive
12214,stable,positive
12215,stabulation,negative
12216,staccato,negative
12217,stade,positive
12218,stagiaire,positive
12219,stagnant,negative
12220,stagnation,negative
12221,stagner,negative
12222,stalle,positive
12223,stand,positive
12224,standard,positive
12225,standardiser,positive
12226,star,positive
12227,stark,negative
12228,starter,negative
12229,startl,negative
12230,station,positive
12231,stationnaire,positive
12232,stationner,positive
12233,statique,positive
12234,statisme,negative
12235,statisticien,positive
12236,statistique,positive
12237,stator,positive
12238,statuaire,positive
12239,statue,positive
12240,statuette,positive
12241,Statufication,negative
12242,stature,positive
12243,statut,positive
12244,statutaire,positive
12245,stèle,negative
12246,stellaire,positive
12247,stencil,positive
12248,sténo,positive
12249,sténographie,positive
12250,steppe,negative
12251,stéréoscopique,positive
12252,stéréotype,negative
12253,stéréotyper,negative
12254,stérile,negative
12255,stériliser,positive
12256,stérilité,negative
12257,sterling,positive
12258,sterne,positive
12259,stéthoscope,positive
12260,steward,positive
12261,stigmate,negative
12262,stigmatisation,negative
12263,stimulant,positive
12264,stimulation,positive
12265,stimuler,positive
12266,stimulus,positive
12267,stipulation,positive
12268,stipuler,positive
12269,stock,positive
12270,stockage,positive
12271,stocker,positive
12272,stoïque,positive
12273,store,positive
12274,strate,positive
12275,stratège,positive
12276,stratégie,positive
12277,stratégique,positive
12278,stratification,positive
12279,stratus,negative
12280,stress,negative
12281,stressant,negative
12282,stresser,negative
12283,strict,negative
12284,strictes,negative
12285,strident,negative
12286,strie,negative
12287,strier,positive
12288,stroboscopique,positive
12289,strophe,positive
12290,structure,positive
12291,structurel,positive
12292,structurer,positive
12293,struggl,negative
12294,stuc,positive
12295,studio,positive
12296,stupéfaction,positive
12297,stupéfaire,negative
12298,stupéfiant,negative
12299,stupéfier,positive
12300,stupeur,negative
12301,stupide,negative
12302,stupidité,negative
12303,style,positive
12304,stylet,negative
12305,stylo,positive
12306,suaire,negative
12307,suavité,positive
12308,subalterne,negative
12309,subatomique,positive
12310,subconscient,negative
12311,subdiviser,positive
12312,subdivision,positive
12313,subduction,positive
12314,subir,negative
12315,subito,positive
12316,subjectif,negative
12317,subjugat,negative
12318,subjugation,positive
12319,sublimation,positive
12320,subliminal,negative
12321,submerger,negative
12322,submersible,negative
12323,submersion,negative
12324,subordination,negative
12325,subordonner,negative
12326,subsidiaire,negative
12327,subsistance,positive
12328,subsister,positive
12329,substance,positive
12330,substantiel,positive
12331,substantiellement,positive
12332,substantif,positive
12333,substituer,negative
12334,substitut,negative
12335,substitution,negative
12336,subtil,positive
12337,subtilité,positive
12338,subvenir,positive
12339,subvention,positive
12340,subventionner,positive
12341,subversif,negative
12342,subversion,negative
12343,subvertir,negative
12344,succès,positive
12345,successeur,positive
12346,successif,positive
12347,succession,positive
12348,succinct,positive
12349,succion,negative
12350,succomber,negative
12351,succulent,positive
12352,succursale,positive
12353,sucer,negative
12354,sucette,positive
12355,sucks,negative
12356,sucky,negative
12357,sucre,positive
12358,sucrer,positive
12359,sucrerie,positive
12360,sudation,negative
12361,suer,negative
12362,sueur,negative
12363,suffire,positive
12364,suffisamment,positive
12365,suffisance,negative
12366,suffisant,positive
12367,suffixe,positive
12368,suffocant,negative
12369,suffocation,negative
12370,Suffoquement,negative
